tipo,nombre,etapa,area_responsable,descripcion,monto_contrato,barrio,comuna,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,cuit_contratista,licitacion_anio,contratacion_tipo,nro_contratacion,mano_obra,expediente-numero,financiamiento
Arquitectura,Instalación Interna de Gas - 48 viviendas - Torres 5 y 6  Sector 3 - Complejo Habitacional 180 viviendas,Paralizada,Corporación Buenos Aires Sur,"la instalación interna de gas natural de los edificios 5 y 6 desde los gabinetes de medición hasta las unidades funcionales de dichos edificios. desmonte de toda instalación de gas obsoleta, de artefactos y ventilaciones; tendido de la nueva instalación de gas natural, provisión e instalación de artefactos (calefón, cocina, calefactor) y terminaciones en general.",34204110.0,villa soldati,8,"fernandez de la cruz, f., gral. av. y lacarra av.",2023-01-30,2023-09-28,8,,Perico Ltda.,30711841462,2022,Contratación Directa,12-CBAS-2022,indeterminado,indeterminado,indeterminado
Espacio Público,Buenos Aires Playa 2023 - Parque de la Ciudad-Etapa 1,Finalizada,Corporación Buenos Aires Sur,"ejecución de playa seca para programa bs as playa 2023: el acondicionamientoy llenado con arena de las canchas de beach vóley, beach handball, tejo y bochas así como del arenero del sector niños",4031382.0,villa soldati,8,escalada av. y castañares av.,2022-12-19,2022-12-27,6,100.0,PIXEL CONSTRUCCIONES SRL,33715426779,2022,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Buenos Aires Playa 2023 - Parque de la Ciudad-Etapa 2,Finalizada,Corporación Buenos Aires Sur,las tareas de retiro de arena en buenos aires playa 2023,341561.0,villa soldati,8,escalada av. y castañares av.,2023-03-01,2023-03-10,6,100.0,PIXEL CONSTRUCCIONES SRL,33715426779,2023,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Sector B - Sistema colectoras cloacales ,Finalizada,Corporación Buenos Aires Sur,tareas de limpieza y desobstrucción de sistema colectoras cloacales en el sector  b,2220234.0,villa soldati,8,av. cnel. roca 3980,2023-02-06,2023-03-20,6,100.0,Servicios Ibarra S.R.L,30712217444,2023,Obra de emergencia,,indeterminado,indeterminado,indeterminado
Espacio Público,Sector C - sistema colectoras cloacales,Finalizada,Corporación Buenos Aires Sur,tareas de limpieza y desobstrucción de sistema colectoras cloacales del sector c,9045208.0,villa soldati,8,av. cnel. roca 3980,2023-04-06,2023-09-20,6,100.0,Servicios Ibarra S.R.L,30712217444,2023,Obra de emergencia,,indeterminado,indeterminado,indeterminado
Arquitectura,Puesta en Valor Salón de Exposiciones - Etapa I - Bolivar 1268 ,Finalizada,Corporación Buenos Aires Sur,la etapa de cambios de cielorrasos y puesta a punto la instalacion eléctrica,1924279.0,san telmo,1,bolivar 1268,2022-12-05,2022-12-26,6,100.0,Quesqui Eduardo Javier,20355375731,2024,Obra de emergencia,,indeterminado,indeterminado,indeterminado
Arquitectura,Puesta en Valor Salón de Exposiciones - Etapa II - Bolivar 1268 ,Finalizada,Corporación Buenos Aires Sur,tareas de terminaciones y pintura del salón,1920661.0,san telmo,1,bolivar 1268,2023-01-05,2023-01-26,6,100.0,Quesqui Eduardo Javier,20355375731,2025,Obra de emergencia,,indeterminado,indeterminado,indeterminado
Arquitectura,Puesta a punto del Teatro Alvear,Finalizada,Ministerio de Cultura,el proyecto contempla una intervención edilicia en la sala principal que continúe la puesta en valor del teatro alvear y mantenimiento para no descuidar los avances de obra realizados hasta el momento..,763613713.0,san nicolás,1,avenida corrientes 1659,2022-10-22,2023-06-30,6,100.0,,,,Licitaciones Públicas Contrataciones Menores Convenios Marco,,indeterminado,indeterminado,indeterminado
Arquitectura,MIJU: BA Ciudad de los Niños: Museo de los Niños en la Münich,Finalizada,Ministerio de Cultura,"desarrollo del primer museo para los niños de la ciudad de buenos aires con un concepto innovador de museografía tecnológica, educativa, sensorial y de exploración en espacios segmentados por edad
el proyecto está pensado para emplazarse en la ex cerveceria münich - comuna 1, lo que incluye una puesta en valor y la adecuación del espacio para que puede ser sede de este nuevo museo didicado y diseñado para el consumo cultural de las infancias.
en linea con la visión de los museosba. esta espacio comprende una museografía completamente renovada, tecnologica, participativa y cercana donde los más chicos puedan aprender de una manera lúdica.",64718031.39,puerto madero,1,"av. de los italianos 851, buenos aires",2023-01-01,31/07/2023,6,,Construcciones de Hormigón SA,30710210736,2023,LPU,525-0391-LPU23,indeterminado,ex-2023-11032873- -gcaba-dgpmych,gcba
Espacio Público,Padilla,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"obra que, como parte de una estrategia de despavimentación, está orientada a aumentar el espacio verde en la ciudad",23400000.0,villa crespo,15,julian alvarez y warnes,2023-04-10,2023-06-16,3,100.0,NAKU,30575292174,2023,Contratacion,,indeterminado,indeterminado,indeterminado
Espacio Público,Ramon Falcon,En obra,Ministerio de Espacio Público e Higiene Urbana,"ensanche de la vereda de la plaza hasta el boulevard existente. este nuevo espacio permitirá ampliar la superficie verde y peatonal, mejorando las condiciones ambientales del entorno y ampliando la oferta de espacio público. en las esquinas se proponen bulbos, para acortar las distancias de cruce peatonal, haciéndolos más seguros.
 la propuesta incluye la incorporación de alumbrado vial y peatonal, la adaptación del sistema de desagüe pluvial, plantación de nuevas especies de arbolado, tareas de paisajismo y reparaciones.",179199545.6,liniers,10,plaza ejercito los andes,2023-05-02,2023-08-31,5,60.0,LX Argentina,30717968634,2022,Licitación Pública,351-0111-LPU22,indeterminado,indeterminado,indeterminado
Espacio Público,Guardia Vieja,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"obra que, como parte de una estrategia de despavimentación, está orientada a aumentar el espacio verde en la ciudad",132600000.0,balvanera,3,gallo y agüero,2022-09-28,2023-05-05,3,100.0,AVINCO,33622606939,2023,Contratacion,,indeterminado,indeterminado,indeterminado
Espacio Público,Fachadas patrimoniales ET 3: Casa del Historiador,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"el proyecto tiene como objetivo la renovación y puesta en valor de ciertas áreas que conforman el casco histórico de la ciudad. la propuesta busca activar el área en términos turísticos, culturales y comerciales. se busca mejorar del mismo modo la calidad ambiental favoreciendo la caminabilidad. la intervención proyectada se basa, principalmente, en un criterio de conservación y restauración, ejecutando tareas de limpieza y protección, conjuntamente con obras de iluminación que jerarquizan los elementos significativos",101868869.72,san telmo,1,"bolivar 466, entre av belgrano y venezuela",2023-03-13,2023-11-21,7,100.0,OSP SA,30543217936,2022,Licitación Pública,351-0086-LPU22,indeterminado,indeterminado,indeterminado
Espacio Público,Fachadas patrimoniales ET 3: Luca prodan ,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"el proyecto tiene como objetivo la renovación y puesta en valor de ciertas áreas que conforman el casco histórico de la ciudad. la propuesta busca activar el área en términos turísticos, culturales y comerciales. se busca mejorar del mismo modo la calidad ambiental favoreciendo la caminabilidad. la intervención proyectada se basa, principalmente, en un criterio de conservación y restauración, ejecutando tareas de limpieza y protección, conjuntamente con obras de iluminación que jerarquizan los elementos significativos",55898406.83,san telmo,1,alsina 451,2022-12-22,2023-06-12,7,100.0,Hit Construcciones,30709605158,2022,Licitación Pública,351-0091-LPU22,indeterminado,indeterminado,indeterminado
Espacio Público,Cruces Nivelados Chacabuco,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"el proyecto tiene como objetivo la renovación y puesta en valor de ciertas áreas que conforman el casco histórico de la ciudad. la propuesta busca activar el área en términos turísticos, culturales y comerciales. se busca mejorar del mismo modo la calidad ambiental favoreciendo la caminabilidad. la intervención proyectada se basa, principalmente, en un criterio de conservación y restauración, ejecutando tareas de limpieza y protección, conjuntamente con obras de iluminación que jerarquizan los elementos significativos.",196037813.0,monserrat,1,chacabuco e/belgrano y juan de garay,2023-05-02,2023-06-23,3,100.0,SEOB,33692849979,2023,Licitación Pública de etapa múltiple,648/SIGAF/2018,indeterminado,indeterminado,indeterminado
Espacio Público,Tres Sargentos,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"obra que, como parte de una estrategia de despavimentación, está orientada a aumentar el espacio verde en la ciudad",40000000.0,retiro,1,tres sargentos e/san martín y leando alem,2023-03-13,2023-06-30,3,100.0,URBASER,30682256504,2022,Contratacion,,indeterminado,indeterminado,indeterminado
Espacio Público,Humberto 1°,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"el proyecto tiene como objetivo la renovación y puesta en valor de ciertas áreas que conforman el casco histórico de la ciudad. la propuesta busca activar el área en términos turísticos, culturales y comerciales. se busca mejorar del mismo modo la calidad ambiental favoreciendo la caminabilidad. la intervención proyectada se basa, principalmente, en un criterio de conservación y restauración, ejecutando tareas de limpieza y protección, conjuntamente con obras de iluminación que jerarquizan los elementos significativos",17272467.0,san telmo,1,humberto 1° e/perú y chacabuco,2023-04-10,2023-05-20,1,100.0,BETON,30644116863,,nan,,indeterminado,indeterminado,indeterminado
Salud,Remodelación ex Padelai ,En ejecución,Ministerio de Salud,"traslado del cesac 15 al pabellón expadelai, ubicado junto a la sede comunal 1",338882000.2,san telmo,1,balcarce 1150,2023-01-16,2024-01-10,12,12.0,CUNUMI S.A.,30615748036,2022,Licitación Pública,401-0038-LPU22,indeterminado,indeterminado,indeterminado
Salud,Nuevo Cesac N° 49,En ejecución,Ministerio de Salud,incorporación de cesac al barrio orma perteneciente a la comuna 4,1273285.26,barracas,4,indeterminado,2023-05-15,2024-11-15,17,58.0,PMP CPNSTRUCCIONES,,2022,Licitación Pública,401-0109-LPU22,indeterminado,indeterminado,indeterminado
Salud,Ruiz Diaz de Guzman,En ejecución,Ministerio de Salud,nueva casa de medio caminio rui diaz de guzman,432863370.0,barracas,4,ruy diaz de guzman 171/173,2023-07-17,2024-07-10,12,,CUNUMI S.A.,30615748036,2023,Licitación Pública,401-0006-LPU23,indeterminado,indeterminado,indeterminado
Salud,AA Quirófanos Pabellón C - 1er etapa 1,Finalizada,Ministerio de Salud,"la obra consistio en la provisión e instalación de materiales y equipos para la instalación de sistema de tratamiento de aire acondicionado frío  calor por bomba, con condiciones especiales de filtrado y desinfección mediante radiación uvc, en los quirófanos del pabellón c.",62445600.0,flores,7,dr. j.f. aranguren  2701,2023-02-23,2023-07-22,5,100.0,Ecohm S.R.L.,30712548114,2022,2095,401-1526-LPU22,indeterminado,indeterminado,indeterminado
Salud,AA Quirófanos del Pab.Mouras,Finalizada,Ministerio de Salud,"provisión e instalación de sistema de tratamiento de aire acondicionado central con condiciones especiales de filtrado y desinfección mediante radiación uvc para quirófanos del pabellón mouras del hospital general de agudos josé m. penna, dependiente del ministerio de salud del gobierno de la ciudad autónoma de buenos aires",135204735.0,parque patricios,4,"chutro, pedro, prof., dr. 3380",2023-05-15,2023-12-10,7,100.0,CONTROLCLIM,30708689412,2023,2095,401-0088-LPU23,indeterminado,indeterminado,indeterminado
Salud,AA Quirofanos 1er etapa (8vo piso),En ejecución,Ministerio de Salud,la obra consistio en la provisión e instalación de sistema de tratamiento de aire acondicionado central con condiciones especiales de filtrado y desinfección mediante radiación uvc para quirófanos y esterilización cmq 8º piso del hospital,235452720.0,caballito,6,diaz velez 5044,2023-06-09,2024-07-30,8,,CONTROLCLIM,30708689412,2023,2095,401-0130-LPU23,indeterminado,indeterminado,indeterminado
Espacio Público,Estados Unidos,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"el proyecto tiene como objetivo la renovación y puesta en valor de ciertas áreas que conforman el casco histórico de la ciudad. la propuesta busca activar el área en términos turísticos, culturales y comerciales. se busca mejorar del mismo modo la calidad ambiental favoreciendo la caminabilidad. la intervención proyectada se basa, principalmente, en un criterio de conservación y restauración, ejecutando tareas de limpieza y protección, conjuntamente con obras de iluminación que jerarquizan los elementos significativos",26767295.0,san telmo,1,estados unidos e/perú y chacabuco,2023-01-10,2023-02-27,6,100.0,SEOB,33692849979,2023,Licitación Pública de etapa múltiple,648/SIGAF/2018,indeterminado,indeterminado,indeterminado
Espacio Público,Venezuela,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"el proyecto tiene como objetivo la renovación y puesta en valor de ciertas áreas que conforman el casco histórico de la ciudad. la propuesta busca activar el área en términos turísticos, culturales y comerciales. se busca mejorar del mismo modo la calidad ambiental favoreciendo la caminabilidad. la intervención proyectada se basa, principalmente, en un criterio de conservación y restauración, ejecutando tareas de limpieza y protección, conjuntamente con obras de iluminación que jerarquizan los elementos significativos",26223540.0,san telmo,1,venezuela e/perú y chacabuco,2023-01-09,2023-03-06,2,100.0,BETON,30644116863,2023,Licitación Pública de etapa múltiple,648/SIGAF/2018,indeterminado,indeterminado,indeterminado
Espacio Público,México,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"el proyecto tiene como objetivo la renovación y puesta en valor de ciertas áreas que conforman el casco histórico de la ciudad. la propuesta busca activar el área en términos turísticos, culturales y comerciales. se busca mejorar del mismo modo la calidad ambiental favoreciendo la caminabilidad. la intervención proyectada se basa, principalmente, en un criterio de conservación y restauración, ejecutando tareas de limpieza y protección, conjuntamente con obras de iluminación que jerarquizan los elementos significativos",20616602.0,san telmo,1,méxico e/perú y chacabuco,2023-03-06,2023-04-13,1,100.0,SEOB,33692849979,2023,Licitación Pública de etapa múltiple,648/SIGAF/2018,indeterminado,indeterminado,indeterminado
Espacio Público,Chile,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"el proyecto tiene como objetivo la renovación y puesta en valor de ciertas áreas que conforman el casco histórico de la ciudad. la propuesta busca activar el área en términos turísticos, culturales y comerciales. se busca mejorar del mismo modo la calidad ambiental favoreciendo la caminabilidad. la intervención proyectada se basa, principalmente, en un criterio de conservación y restauración, ejecutando tareas de limpieza y protección, conjuntamente con obras de iluminación que jerarquizan los elementos significativos",25529952.0,san telmo,1,chile e/perú y chacabuco,2023-05-16,2023-06-23,1,100.0,SEOB,33692849979,2023,Licitación Pública de etapa múltiple,648/SIGAF/2018,indeterminado,indeterminado,indeterminado
Espacio Público,Mantenimiento mensual predio del Estacionamiento Ex Parque de la Ciudad,En Ejecución ,Corporación Buenos Aires Sur,"mantenimiento mensual del predio con las tareas de: desmalezado, limpieza, corte de césped, barrido, barrido profundo de solados, cemento/asfáltico. mantenimiento de red pluvial existente, incluye tareas de desobstrucción manual o con equipo apropiado",19246499.0,villa lugano,8,escalada av. y presidente roca av.,2022-09-10,2023-09-10,12,100.0,SAN ROQUE LTDA,30710872496,2023,nan,,indeterminado,indeterminado,indeterminado
Hidráulica E Infraestructura,Tendido de Red Interna de Agua Potable en Complejo Habitacional 180 Viviendas,Rescisión,Corporación Buenos Aires Sur,las tareas necesarias de excavaciones y rellenos para el nuevo tendido de red interna de agua potable hasta la conexión a red existente .,20342534.0,villa soldati,8,fernandez de la cruz av. y lacarra av.,2023-09-18,2023-12-17,3,,Jorge Canelles Ltda,30708832959,2023,Contratación Directa,02-CBAS-2023,indeterminado,indeterminado,indeterminado
Espacio Público,Cerco y Portones Ex Estacionamiento Parque de la  Ciudad ,Finalizada,Corporación Buenos Aires Sur,arreglo del portón y cerco en el perímetro del barrio olímpico y en su estacionamiento,6280586.0,villa lugano,8,"fernandez de la cruz av.,escalada av. y presidente roca av.",2023-04-01,2023-04-30,1,100.0,SAN ROQUE LTDA,30710872496,2023,Obra de emergencia,,indeterminado,indeterminado,indeterminado
Espacio Público,Cerco Barrio Olímpico - Sector Lago Sur - Ex Parque Ciudad,Adjudicada,Corporación Buenos Aires Sur,realizar el cambio del cerco original de obra y colocar un cerco metálico similar al utilizado en el sector canil y resto del frente sobre barrio olímpico,34121345.0,villa lugano,8,"fernandez de la cruz av.,escalada av. y presidente roca av.",,,2,0.0,COOPSE Ltda,30716275686,2023,Contratación Directa,07-CBAS-2023,indeterminado,indeterminado,indeterminado
